defined_class	prefLabel	Taxonomy_label	Synonyms_from_taxonomy	Gross_cell_type	Taxon	Taxon_abbv	Brain_region	Cluster_IDs	Labelset	Dataset_url	Alias_citations	Short_form_citation	Parent_label	Minimal_markers	Allen_markers	Brain_region_abbv	Species_abbv	Individuals	part_of	has_soma_location	aligned_alias	CL	NT	NT_markers	MBA_assay	Subclass_markers	Matrix_url	Class_name	NT_label	Nomenclature_Layers	Nomenclature_Projection	evidence_marker_gene_set	marker_gene_set	marker_gene_set_confidence	ws_marker_gene_set	ws_marker_gene_set_confidence	nsforest_marker_gene_set_1	nsforest_marker_gene_set_1_confidence	nsforest_marker_gene_set_2	nsforest_marker_gene_set_2_confidence	MBA	MBA_text	Location_disclaimer	NT_disclaimer	Atlas_url	Atlas_url_label	Rationale_comment	Rationale_comment_dois	MBA_1	MBA_1_cell_percentage	MBA_1_comment	MBA_2	MBA_2_cell_percentage	MBA_2_comment	MBA_3	MBA_3_cell_percentage	MBA_3_comment	CCF_acronym_freq
http://purl.obolibrary.org/obo/CL_4310111	SN-VTR GAD2 Dopa	SN-VTR GAD2 Dopa	SN-VTR GAD2 Dopa	CL:0000700	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0031	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1101/2024.06.06.597807|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	M Dopa			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0031		DHBA:10332		CL:0000700			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0000.h5ad	CS20250428_NEIGH_0000				http://purl.obolibrary.org/obo/CLM_5050511									DHBA:10333|DHBA:12251	striatum (STR, 0.1), substantia nigra (SN, 0.3)						https://doi.org/10.1101/2024.06.06.597807	DHBA:10333	0.1	Location assignment based on CCF broad region.	DHBA:12251	0.3	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/CL_4310115	SN SOX6 Dopa	SN SOX6 Dopa	SN SOX6 Dopa	CL:4042025	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0035	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1038/s41593-022-01061-1|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	M Dopa			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0035		DHBA:10332		CL:4042025			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0000.h5ad	CS20250428_NEIGH_0000				http://purl.obolibrary.org/obo/CLM_5050515									DHBA:12251	substantia nigra (SN, 0.9)						https://doi.org/10.1038/s41593-022-01061-1	DHBA:12251	0.9	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310109	SN-VTR CALB1 Dopa	SN-VTR CALB1 Dopa	SN-VTR CALB1 Dopa	CL:4042025	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0029	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1038/s41467-020-17876-0|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	M Dopa			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0029		DHBA:10332		CL:4042025			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0000.h5ad	CS20250428_NEIGH_0000				http://purl.obolibrary.org/obo/CLM_5050509									DHBA:12251	substantia nigra (SN, 0.7)						https://doi.org/10.1038/s41467-020-17876-0	DHBA:12251	0.7	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/CL_4310088	BF SKOR1 Glut	BF SKOR1 Glut	BF SKOR1 Glut	CL:4042040	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0008	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F Glut			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0008		DHBA:10332		CL:4042040			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0000.h5ad	CS20250428_NEIGH_0000													DHBA:10333|DHBA:10343	striatum (STR, 0.2), external segment of globus pallidus (GPe, 0.1)							DHBA:10333	0.2	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/CL_4310144	VTR-HTH Glut	VTR-HTH Glut	F M Glut|VTR-HTH Glut	CL:4042040	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0017|CS20250428_GROUP_0064	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F M Glut			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0064		DHBA:10332		CL:4042040			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0000.h5ad	CS20250428_NEIGH_0000				http://purl.obolibrary.org/obo/CLM_5050544									DHBA:10333|DHBA:10466|DHBA:12251	striatum (STR, 0.1), subthalamic nucleus (STH, 0.1), substantia nigra (SN, 0.2)							DHBA:10333	0.1	Location assignment based on CCF broad region.	DHBA:10466	0.1	Location assignment based on CCF broad region.	DHBA:12251	0.2	Location assignment based on CCF broad region.	
http://purl.obolibrary.org/obo/CL_4310118	STH PVALB-PITX2 Glut	STH PVALB-PITX2 Glut	STH PVALB-PITX2 Glut	CL:4042040	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0038	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	F Glut			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0038		DHBA:10332		CL:4042040			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0000.h5ad	CS20250428_NEIGH_0000													DHBA:10466	subthalamic nucleus (STH, 0.9)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10466	0.9	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/PCL_0160113	OPC	OPC	OPC	CL:0002453	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0020|CS20250428_GROUP_0023	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1126/science.add7046|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	OPC-Oligo			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0023		DHBA:10332		CL:0002453			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160923									DHBA:10333|DHBA:10343	striatum (STR, 0.5), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1126/science.add7046	DHBA:10333	0.5	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160099	COP	COP	COP	CL:4023059	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0010|CS20250428_GROUP_0009	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1126/science.aaf6463	HMBA Basal Ganglia Consensus Taxonomy	OPC-Oligo			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0009		DHBA:10332		CL:4023059			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160909									DHBA:10333|DHBA:10343	striatum (STR, 0.6), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1126/science.aaf6463	DHBA:10333	0.6	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160108	ImOligo	ImOligo	ImOligo	CL:4042031	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0018	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1038/s41586-019-0903-2|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	Oligodendrocyte			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0018		DHBA:10332		CL:4042031			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160918									DHBA:10333|DHBA:10343	striatum (STR, 0.4), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1038/s41586-019-0903-2	DHBA:10333	0.4	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160116	Oligo PLEKHG1	Oligo PLEKHG1	Oligo PLEKHG1	CL:0000128	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0026	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1126/science.add7046|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	Oligodendrocyte			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0026		DHBA:10332		CL:0000128			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160926									DHBA:10333|DHBA:10343	striatum (STR, 0.3), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1126/science.add7046	DHBA:10333	0.3	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160115	Oligo OPALIN	Oligo OPALIN	Oligo OPALIN	CL:0000128	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0025	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://doi.org/10.1126/science.add7046|https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	Oligodendrocyte			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0025		DHBA:10332		CL:0000128			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160925									DHBA:10333|DHBA:10343	striatum (STR, 0.5), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1126/science.add7046	DHBA:10333	0.5	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160107	ImAstro	ImAstro	ImAstro	CL:0000127	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0017	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	Astrocyte			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0017		DHBA:10332		CL:0000127			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160917									DHBA:10333	striatum (STR, 0.7)							DHBA:10333	0.7	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/PCL_0160129	Astrocyte	Astrocyte	Astrocyte	CL:0000127	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0039	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Astrocyte			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0039		DHBA:10332		CL:0000127			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160939									DHBA:10333|DHBA:10343	striatum (STR, 0.6), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.6	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160102	Ependymal	Ependymal	Ependymal	CL:0000065	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0012|CS20250428_GROUP_0012	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Astro-Epen			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0012		DHBA:10332		CL:0000065			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160912									DHBA:10333	striatum (STR, 0.2)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.2	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/PCL_0160109	Microglia	Microglia	Microglia	CL:0000129	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0019|CS20250428_GROUP_0019	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Immune			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0019		DHBA:10332		CL:0000129			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160919									DHBA:10333|DHBA:10343|DHBA:12251	striatum (STR, 0.5), external segment of globus pallidus (GPe, 0.1), substantia nigra (SN, 0.1)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.5	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.	DHBA:12251	0.1	Location assignment based on CCF broad region.	
http://purl.obolibrary.org/obo/PCL_0160091	Macrophage	BAM	BAM|Macrophage	CL:4042003	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0018|CS20250428_GROUP_0001	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Immune			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0001		DHBA:10332		CL:4042003			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160901									DHBA:10333|DHBA:10343	striatum (STR, 0.6), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.6	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160112	Monocyte	Monocyte	Monocyte	CL:0000576	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0038|CS20250428_GROUP_0022	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Immune			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0022		DHBA:10332		CL:0000576			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160922									DHBA:10333|DHBA:10343	striatum (STR, 0.6), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.6	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160090	B cells	B cells	B cells	CL:0000236	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0000	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	Lymphocyte			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0000		DHBA:10332		CL:0000236			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160900									DHBA:10333	striatum (STR, 0.7)							DHBA:10333	0.7	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/PCL_0160149	T cells	T cells	T cells	CL:0000084	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_GROUP_0059	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Lymphocyte			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0059		DHBA:10332		CL:0000084			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160959									DHBA:10333|DHBA:10343	striatum (STR, 0.4), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.4	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160152	VLMC	VLMC	VLMC	CL:4023051	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0035|CS20250428_GROUP_0062	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Vascular			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0062		DHBA:10332		CL:4023051			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160962									DHBA:10333	striatum (STR, 0.6)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.6	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/PCL_0160118	SMC	SMC	SMC	CL:0000192	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0024|CS20250428_GROUP_0028	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Vascular			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0028		DHBA:10332		CL:0000192			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160928									DHBA:10333	striatum (STR, 0.6)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.6	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/PCL_0160117	Pericyte	Pericyte	Pericyte	CL:0000669	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0023|CS20250428_GROUP_0027	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Vascular			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0027		DHBA:10332		CL:0000669			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160927									DHBA:10333	striatum (STR, 0.7)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.7	Location assignment based on CCF broad region.							
http://purl.obolibrary.org/obo/PCL_0160101	Endo	Endo	Endo	CL:0000115	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0011|CS20250428_GROUP_0011	Group	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/|https://doi.org/10.1038/s41586-023-06812-z	HMBA Basal Ganglia Consensus Taxonomy	Vascular			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_GROUP_0011		DHBA:10332		CL:0000115			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001				http://purl.obolibrary.org/obo/PCL_0160911									DHBA:10333|DHBA:10343	striatum (STR, 0.7), external segment of globus pallidus (GPe, 0.1)						https://doi.org/10.1038/s41586-023-06812-z	DHBA:10333	0.7	Location assignment based on CCF broad region.	DHBA:10343	0.1	Location assignment based on CCF broad region.				
http://purl.obolibrary.org/obo/PCL_0160002	Subpallium GABA	Subpallium GABA	Subpallium GABA	CL:0000617	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_NEIGH_0002	Neighborhood	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy				BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_NEIGH_0002		DHBA:10332		CL:0000617			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002																														
http://purl.obolibrary.org/obo/PCL_0160000	Glut Sero Dopa	Glut Sero Dopa	Glut Sero Dopa	CL:0000700	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_NEIGH_0000	Neighborhood	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy				BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_NEIGH_0000		DHBA:10332		CL:0000700			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0000.h5ad	CS20250428_NEIGH_0000																														
http://purl.obolibrary.org/obo/PCL_0160001	Nonneuron	Nonneuron	Nonneuron	CL:0000000	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_NEIGH_0001	Neighborhood	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy				BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_NEIGH_0001		DHBA:10332		CL:0000000			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0001.h5ad	CS20250428_NEIGH_0001																														
http://purl.obolibrary.org/obo/PCL_0160058	STR D1 MSN	STR D1 MSN	STR D1 MSN	CL:4023026	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0028	Subclass	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN LGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_SUBCL_0028		DHBA:10332		CL:4023026			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002																														
http://purl.obolibrary.org/obo/PCL_0160059	STR D2 MSN	STR D2 MSN	STR D2 MSN	CL:4023029	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0029	Subclass	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN LGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_SUBCL_0029		DHBA:10332		CL:4023029			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002																														
http://purl.obolibrary.org/obo/PCL_0160060	STR Hybrid MSN	STR Hybrid MSN	STR Hybrid MSN	CL:4030050	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0030	Subclass	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	CN LGE GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_SUBCL_0030		DHBA:10332		CL:4030050			EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002																														
http://purl.obolibrary.org/obo/PCL_0160067	F GABA	F GABA	F GABA	CL:0000617	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0037	Subclass	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F M GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_SUBCL_0037		DHBA:10332					EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002																														
http://purl.obolibrary.org/obo/PCL_0160056	SN PAX7 GABA	SN PAX7 GABA	SN PAX7 GABA	CL:0000617	NCBITaxon:9443	Primate	DHBA:10332	CS20250428_SUBCL_0026	Subclass	https://purl.brain-bican.org/taxonomy/CCN20230722	https://alleninstitute.github.io/HMBA_BasalGanglia_Consensus_Taxonomy/	HMBA Basal Ganglia Consensus Taxonomy	F M GABA			BG	Primate	https://purl.brain-bican.org/ontology/CCN20250428/CS20250428_SUBCL_0026		DHBA:10332					EFO:0008992		https://purl.brain-bican.org/taxonomy/CCN20230722/CS20250428_NEIGH_0002.h5ad	CS20250428_NEIGH_0002																														
